instance_name = "pci_070_n0340_orig";
instance_group = "orig";
min_allowed_pci = 0;
max_allowed_pci = 476;
module_k = 4;
num_nodes = 340;
num_top_neighbors = 287;
top_neighbors = [
[0, 246],
[0, 248],
[2, 246],
[2, 247],
[6, 308],
[11, 318],
[16, 248],
[18, 247],
[22, 306],
[28, 306],
[29, 228],
[29, 256],
[30, 106],
[30, 286],
[31, 272],
[32, 238],
[32, 329],
[33, 81],
[33, 238],
[34, 130],
[34, 239],
[35, 37],
[35, 94],
[36, 95],
[36, 272],
[37, 177],
[38, 163],
[38, 330],
[40, 210],
[40, 337],
[41, 301],
[41, 335],
[42, 198],
[42, 302],
[43, 135],
[43, 149],
[44, 75],
[44, 181],
[45, 292],
[46, 113],
[46, 147],
[47, 196],
[47, 232],
[48, 53],
[48, 175],
[49, 72],
[49, 127],
[50, 51],
[50, 278],
[51, 192],
[52, 192],
[53, 128],
[54, 55],
[56, 229],
[56, 230],
[57, 262],
[57, 265],
[58, 88],
[58, 161],
[59, 60],
[59, 173],
[60, 241],
[61, 73],
[61, 133],
[62, 302],
[63, 74],
[63, 182],
[64, 66],
[64, 86],
[65, 86],
[65, 127],
[67, 68],
[67, 69],
[68, 69],
[70, 71],
[72, 233],
[73, 199],
[75, 181],
[76, 133],
[76, 148],
[77, 110],
[77, 134],
[78, 202],
[78, 283],
[79, 202],
[79, 337],
[81, 227],
[82, 156],
[82, 215],
[83, 115],
[83, 117],
[84, 85],
[84, 333],
[85, 332],
[87, 88],
[87, 148],
[90, 126],
[90, 328],
[92, 99],
[92, 100],
[94, 235],
[95, 339],
[96, 97],
[96, 325],
[97, 178],
[98, 100],
[98, 165],
[99, 282],
[101, 184],
[101, 201],
[102, 103],
[103, 207],
[104, 125],
[104, 257],
[105, 223],
[105, 259],
[106, 269],
[107, 108],
[107, 258],
[109, 255],
[109, 257],
[110, 111],
[111, 300],
[113, 291],
[114, 198],
[114, 199],
[115, 116],
[116, 240],
[117, 158],
[118, 119],
[118, 194],
[119, 141],
[120, 195],
[121, 310],
[121, 311],
[122, 123],
[124, 269],
[124, 270],
[125, 258],
[126, 287],
[128, 129],
[130, 245],
[131, 237],
[131, 239],
[132, 251],
[132, 252],
[134, 301],
[135, 250],
[136, 150],
[136, 260],
[138, 152],
[138, 339],
[139, 145],
[139, 243],
[140, 254],
[140, 298],
[141, 245],
[142, 143],
[142, 200],
[143, 168],
[144, 145],
[144, 268],
[146, 268],
[146, 270],
[147, 299],
[149, 182],
[150, 152],
[151, 261],
[151, 338],
[153, 155],
[153, 231],
[154, 251],
[154, 253],
[157, 215],
[157, 259],
[158, 242],
[159, 160],
[160, 161],
[162, 332],
[162, 333],
[163, 165],
[164, 183],
[164, 314],
[166, 184],
[167, 220],
[167, 276],
[168, 180],
[169, 284],
[170, 244],
[170, 274],
[171, 273],
[172, 289],
[172, 293],
[173, 174],
[174, 191],
[175, 191],
[176, 177],
[176, 261],
[179, 219],
[179, 331],
[180, 220],
[183, 330],
[185, 186],
[185, 294],
[186, 241],
[187, 222],
[187, 288],
[188, 190],
[189, 204],
[189, 335],
[193, 224],
[194, 243],
[195, 196],
[200, 207],
[201, 221],
[203, 204],
[203, 334],
[205, 299],
[205, 334],
[206, 313],
[206, 315],
[208, 310],
[209, 221],
[209, 277],
[210, 275],
[211, 212],
[212, 277],
[213, 285],
[213, 297],
[214, 295],
[214, 297],
[216, 217],
[216, 218],
[217, 218],
[219, 331],
[222, 223],
[225, 226],
[226, 227],
[228, 244],
[229, 274],
[230, 237],
[231, 232],
[234, 236],
[234, 283],
[235, 260],
[240, 288],
[242, 295],
[249, 250],
[249, 300],
[252, 253],
[254, 296],
[255, 296],
[256, 284],
[262, 263],
[263, 267],
[264, 329],
[265, 267],
[266, 273],
[266, 285],
[271, 286],
[271, 298],
[275, 336],
[278, 280],
[279, 280],
[281, 282],
[281, 314],
[287, 293],
[289, 328],
[290, 292],
[290, 316],
[291, 309],
[303, 305],
[303, 336],
[304, 321],
[304, 327],
[305, 327],
[307, 315],
[307, 317],
[308, 312],
[309, 311],
[316, 317],
[319, 320],
[319, 323],
[320, 323],
[321, 324],
[322, 324],
[322, 325],
];
num_regular_neighbors = 1640;
regular_neighbors = [
[0, 247],
[0, 306],
[1, 248],
[1, 306],
[2, 306],
[3, 306],
[4, 290],
[4, 308],
[5, 248],
[5, 306],
[5, 308],
[6, 316],
[7, 290],
[7, 308],
[8, 290],
[8, 308],
[9, 248],
[9, 306],
[10, 308],
[11, 290],
[12, 290],
[12, 306],
[12, 308],
[13, 308],
[14, 306],
[15, 306],
[16, 246],
[16, 247],
[16, 290],
[16, 306],
[16, 308],
[17, 306],
[18, 246],
[19, 306],
[20, 308],
[21, 306],
[23, 281],
[24, 247],
[24, 306],
[25, 306],
[26, 308],
[27, 316],
[29, 30],
[29, 31],
[29, 87],
[29, 88],
[29, 139],
[29, 140],
[29, 141],
[29, 144],
[29, 213],
[29, 237],
[29, 243],
[29, 244],
[29, 271],
[29, 272],
[29, 286],
[29, 296],
[29, 298],
[30, 31],
[30, 88],
[30, 90],
[30, 91],
[30, 124],
[30, 126],
[30, 169],
[30, 170],
[30, 213],
[30, 254],
[30, 255],
[30, 256],
[30, 266],
[30, 272],
[30, 274],
[30, 284],
[30, 285],
[30, 287],
[30, 296],
[30, 297],
[30, 298],
[30, 328],
[31, 88],
[31, 228],
[31, 244],
[31, 271],
[31, 284],
[31, 286],
[31, 298],
[32, 33],
[32, 34],
[32, 81],
[32, 85],
[32, 100],
[32, 115],
[32, 162],
[32, 237],
[32, 289],
[32, 332],
[33, 34],
[33, 82],
[33, 83],
[33, 85],
[33, 115],
[33, 116],
[33, 117],
[33, 156],
[33, 157],
[33, 172],
[33, 186],
[33, 187],
[33, 214],
[33, 215],
[33, 223],
[33, 240],
[33, 242],
[33, 278],
[33, 288],
[33, 289],
[33, 293],
[33, 294],
[33, 295],
[34, 64],
[34, 65],
[34, 72],
[34, 83],
[34, 85],
[34, 86],
[34, 115],
[34, 117],
[34, 126],
[34, 127],
[34, 131],
[34, 215],
[34, 222],
[34, 238],
[34, 242],
[34, 329],
[35, 36],
[35, 92],
[35, 93],
[35, 95],
[35, 100],
[35, 136],
[35, 137],
[35, 138],
[35, 150],
[35, 151],
[35, 152],
[35, 176],
[35, 177],
[35, 235],
[35, 260],
[35, 261],
[35, 339],
[36, 37],
[36, 96],
[36, 97],
[36, 136],
[36, 137],
[36, 177],
[36, 339],
[37, 94],
[37, 124],
[37, 139],
[37, 176],
[37, 178],
[37, 235],
[38, 39],
[38, 40],
[38, 79],
[38, 142],
[38, 143],
[38, 164],
[38, 167],
[38, 168],
[38, 179],
[38, 180],
[38, 183],
[38, 184],
[38, 200],
[38, 201],
[38, 202],
[38, 209],
[38, 210],
[38, 221],
[38, 275],
[38, 331],
[38, 337],
[39, 40],
[40, 164],
[40, 180],
[40, 202],
[40, 209],
[40, 212],
[40, 221],
[40, 275],
[40, 277],
[40, 331],
[40, 336],
[41, 42],
[41, 43],
[41, 61],
[41, 62],
[41, 63],
[41, 133],
[41, 135],
[41, 149],
[41, 181],
[41, 182],
[41, 189],
[41, 204],
[41, 302],
[41, 334],
[42, 43],
[42, 62],
[42, 63],
[42, 100],
[42, 149],
[42, 189],
[42, 197],
[42, 199],
[43, 63],
[43, 73],
[43, 74],
[43, 182],
[43, 197],
[43, 199],
[43, 302],
[44, 45],
[44, 46],
[44, 290],
[44, 291],
[44, 292],
[44, 307],
[44, 308],
[44, 316],
[44, 317],
[44, 318],
[45, 46],
[45, 291],
[46, 74],
[46, 75],
[46, 76],
[46, 77],
[46, 110],
[46, 111],
[46, 112],
[46, 133],
[46, 135],
[46, 148],
[46, 181],
[46, 182],
[46, 204],
[46, 249],
[46, 250],
[46, 292],
[46, 300],
[46, 334],
[47, 48],
[47, 49],
[47, 127],
[47, 132],
[47, 153],
[47, 154],
[47, 155],
[47, 231],
[47, 233],
[47, 251],
[47, 252],
[47, 253],
[48, 49],
[48, 65],
[48, 117],
[48, 126],
[48, 127],
[48, 132],
[48, 153],
[48, 154],
[48, 174],
[48, 239],
[48, 242],
[48, 251],
[48, 252],
[48, 253],
[49, 53],
[49, 70],
[49, 128],
[49, 129],
[49, 155],
[49, 231],
[49, 233],
[49, 252],
[50, 52],
[50, 58],
[50, 59],
[50, 60],
[50, 174],
[50, 175],
[50, 191],
[50, 192],
[50, 280],
[51, 52],
[51, 59],
[51, 280],
[52, 60],
[53, 54],
[53, 55],
[53, 127],
[56, 57],
[56, 162],
[56, 262],
[56, 263],
[56, 264],
[56, 267],
[56, 273],
[56, 328],
[56, 329],
[57, 81],
[57, 88],
[57, 162],
[57, 171],
[57, 229],
[57, 244],
[57, 263],
[57, 267],
[57, 273],
[57, 328],
[57, 329],
[58, 59],
[58, 60],
[58, 85],
[58, 104],
[58, 105],
[58, 109],
[58, 125],
[58, 159],
[58, 173],
[58, 175],
[58, 185],
[58, 186],
[58, 191],
[58, 214],
[58, 223],
[58, 241],
[58, 244],
[58, 258],
[58, 259],
[59, 85],
[59, 105],
[59, 161],
[59, 174],
[59, 175],
[59, 191],
[59, 241],
[59, 244],
[59, 278],
[59, 279],
[59, 297],
[60, 175],
[60, 186],
[60, 191],
[60, 192],
[60, 193],
[60, 223],
[61, 62],
[61, 63],
[61, 77],
[61, 135],
[61, 149],
[61, 189],
[61, 203],
[61, 204],
[61, 205],
[61, 301],
[61, 334],
[61, 335],
[62, 63],
[62, 301],
[63, 73],
[63, 77],
[63, 135],
[63, 149],
[63, 189],
[63, 199],
[63, 204],
[63, 302],
[63, 334],
[63, 335],
[64, 65],
[64, 130],
[64, 131],
[64, 132],
[64, 239],
[65, 66],
[65, 83],
[65, 85],
[65, 115],
[65, 117],
[65, 126],
[65, 131],
[65, 132],
[65, 215],
[65, 222],
[65, 239],
[65, 242],
[65, 245],
[65, 251],
[65, 329],
[67, 104],
[68, 109],
[69, 124],
[70, 72],
[71, 72],
[71, 117],
[71, 242],
[72, 86],
[72, 129],
[72, 132],
[72, 245],
[72, 252],
[73, 74],
[73, 77],
[73, 135],
[73, 149],
[73, 181],
[73, 182],
[74, 77],
[74, 149],
