instance_name = "pci_019_n0068_orig";
instance_group = "orig";
min_allowed_pci = 18;
max_allowed_pci = 475;
module_k = 4;
num_nodes = 68;
num_top_neighbors = 21;
top_neighbors = [
[17, 60],
[22, 66],
[23, 54],
[30, 67],
[31, 60],
[32, 51],
[32, 59],
[41, 66],
[49, 50],
[50, 55],
[51, 67],
[53, 55],
[53, 56],
[54, 57],
[57, 58],
[58, 62],
[59, 61],
[61, 64],
[62, 63],
[63, 65],
[64, 65],
];
num_regular_neighbors = 143;
regular_neighbors = [
[0, 59],
[1, 53],
[1, 54],
[1, 63],
[1, 66],
[2, 66],
[3, 66],
[4, 66],
[5, 64],
[5, 66],
[6, 66],
[7, 66],
[8, 66],
[9, 61],
[10, 59],
[10, 61],
[11, 50],
[11, 51],
[11, 55],
[11, 59],
[11, 60],
[11, 67],
[12, 54],
[12, 66],
[13, 66],
[14, 66],
[15, 66],
[16, 63],
[16, 66],
[17, 59],
[17, 61],
[17, 66],
[18, 66],
[19, 61],
[20, 66],
[21, 50],
[21, 55],
[21, 59],
[21, 64],
[21, 66],
[22, 63],
[24, 66],
[25, 50],
[25, 64],
[26, 53],
[26, 54],
[26, 57],
[26, 63],
[26, 66],
[27, 54],
[27, 66],
[28, 63],
[28, 66],
[29, 66],
[30, 60],
[30, 64],
[31, 51],
[31, 55],
[31, 64],
[31, 67],
[32, 60],
[32, 61],
[32, 64],
[32, 67],
[33, 60],
[34, 66],
[35, 53],
[36, 66],
[37, 66],
[38, 54],
[38, 63],
[38, 66],
[39, 66],
[40, 66],
[42, 54],
[42, 63],
[42, 66],
[43, 59],
[44, 66],
[45, 66],
[46, 66],
[47, 50],
[47, 58],
[48, 66],
[50, 51],
[50, 52],
[50, 59],
[50, 60],
[50, 62],
[50, 63],
[50, 64],
[50, 65],
[51, 52],
[51, 54],
[51, 55],
[51, 60],
[51, 63],
[51, 64],
[51, 65],
[51, 66],
[52, 55],
[52, 59],
[52, 60],
[52, 61],
[52, 64],
[52, 65],
[53, 54],
[53, 57],
[53, 58],
[53, 62],
[53, 63],
[53, 65],
[54, 55],
[54, 63],
[54, 65],
[54, 66],
[55, 59],
[55, 60],
[55, 62],
[55, 63],
[55, 64],
[55, 65],
[55, 67],
[56, 57],
[56, 58],
[57, 63],
[57, 66],
[58, 65],
[59, 60],
[59, 62],
[59, 63],
[59, 64],
[59, 65],
[60, 61],
[60, 64],
[60, 65],
[61, 67],
[62, 64],
[63, 64],
[63, 66],
[65, 66],
[65, 67],
[66, 67],
];
num_second_level_neighbors = 1116;
second_level_neighbors = [
[0, 10],
[0, 11],
[0, 17],
[0, 21],
[0, 32],
[0, 43],
[0, 50],
[0, 52],
[0, 55],
[0, 60],
[0, 61],
[0, 62],
[0, 63],
[0, 64],
[0, 65],
[1, 2],
[1, 3],
[1, 4],
[1, 5],
[1, 6],
[1, 7],
[1, 8],
[1, 12],
[1, 13],
[1, 14],
[1, 15],
[1, 16],
[1, 17],
[1, 18],
[1, 20],
[1, 21],
[1, 22],
[1, 23],
[1, 24],
[1, 26],
[1, 27],
[1, 28],
[1, 29],
[1, 34],
[1, 35],
[1, 36],
[1, 37],
[1, 38],
[1, 39],
[1, 40],
[1, 41],
[1, 42],
[1, 44],
[1, 45],
[1, 46],
[1, 48],
[1, 50],
[1, 51],
[1, 55],
[1, 56],
[1, 57],
[1, 58],
[1, 59],
[1, 62],
[1, 64],
[1, 65],
[1, 67],
[2, 3],
[2, 4],
[2, 5],
[2, 6],
[2, 7],
[2, 8],
[2, 12],
[2, 13],
[2, 14],
[2, 15],
[2, 16],
